Date and Time of initial call,Borough,Property,Location,Species Description,Species Status,Animal Condition,Animal Class,Final Ranger Action,# of Animals,Year,full_address
2019-02-21 16:40:00,Manhattan,Central Park,West of Conservantory Gardens near ballfields,raccoon,Native,,Small Mammals-RVS,Unfounded,0.0,2019,"Central Park, Manhattan, NY"
2019-02-21 16:30:00,Manhattan,Inwood Hill Park,"40.870932, -73.925640 In the Clove section of the park, south of the Rock Formations (AKA Indian Caves) East side of Blue trail underneath a large downed tree.",raccoon,Native,DOA,Small Mammals-RVS,ACC,1.0,2019,"Inwood Hill Park, Manhattan, NY"
2019-02-21 16:00:00,Manhattan,Inwood Hill Park,"In the Clove section of park, about 100 feet from Shorakapok Rock where the Orange trail diverges from the Blue. Was found next to the downed tree that bears the orange trail blaze. (40.873394, -73.924184)",raccoon,Native,DOA,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2019,"Inwood Hill Park, Manhattan, NY"
2019-02-19 10:30:00,Manhattan,Mannahatta Park,A block away from the park at Wall Street,red-tailed hawk,Native,Injured,Raptors,Advised/Educated others,1.0,2019,"Mannahatta Park, Manhattan, NY"
2019-02-20 18:40:00,Staten Island,Industrial Park,In small patch of woods along Graham Ave.,white-tailed deer,Native,Healthy,Deer,Monitored Animal,1.0,2019,"Industrial Park, Staten Island, NY"
2019-02-20 16:00:00,Manhattan,Inwood Hill Park,At the Rock Formations (AKA Indian Caves) in The Clove section of the park. The unhealthy raccoon was seen in the lowest of the cave crevices,raccoon,Native,Unhealthy,Small Mammals-RVS,Monitored Animal,1.0,2019,"Inwood Hill Park, Manhattan, NY"
2019-02-20 08:40:00,Bronx,Van Cortlandt Park,"Northbound side off of Major Deegan (I-87), South of the 233rd St Exit (40.8925235, -73.8841376)",eastern coyote,Native,DOA,Coyotes,Relocated/Condition Corrected,1.0,2019,"Van Cortlandt Park, Bronx, NY"
2019-02-19 13:00:00,Brooklyn,Calvert Vaux Park,"Calvert Vaux Greenway near parking lot (40.584416, -73.991484)",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2019,"Calvert Vaux Park, Brooklyn, NY"
2019-02-16 13:00:00,Manhattan,Central Park,"Near the wall of the park close to the sidewalk entrance, Central Park North",red-tailed hawk,Native,Healthy,Raptors,Monitored Animal,1.0,2019,"Central Park, Manhattan, NY"
2019-02-18 12:30:00,Queens,Captain Tilly Park,Parks Building,chicken,Domestic,Healthy,Domestic;#Birds,ACC,1.0,2019,"Captain Tilly Park, Queens, NY"
2019-02-18 09:45:00,Brooklyn,Prospect Park,"Center Drive/West Drive (40.6582102,-73.9739795)",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2019,"Prospect Park, Brooklyn, NY"
2019-02-18 08:45:00,Brooklyn,Marine Park,Ladder 2 on the Salt Marsh Nature Trail,raccoon,Native,,Small Mammals-RVS,Unfounded,0.0,2019,"Marine Park, Brooklyn, NY"
2019-02-17 15:25:00,Queens,Joe Michaels Mile,"Cross Island Parkway: 40.764834, -73.758437",raccoon,Native,DOA,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2019,"Joe Michaels Mile, Queens, NY"
2019-02-17 09:30:00,Brooklyn,Prospect Park,"Lullwater at Prospect Park Audubon Center (40.661455, -73.965718)",canada goose,Native,Injured,Birds,Monitored Animal,1.0,2019,"Prospect Park, Brooklyn, NY"
2019-02-15 09:30:00,Queens,Alley Pond Park,"Oakland Lake 40.75119, -73.759414",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2019,"Alley Pond Park, Queens, NY"
2019-02-13 12:00:00,Staten Island,Wolfe's Pond Park,Beach near the lifeguard trailer,brant goose,Native,Unhealthy,Birds,Unfounded,0.0,2019,"Wolfe's Pond Park, Staten Island, NY"
2019-02-12 11:00:00,Brooklyn,Prospect Park,"Garfield Tot Lot (40.670122, -73.971221)",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2019,"Prospect Park, Brooklyn, NY"
2019-02-10 15:30:00,Bronx,Van Cortlandt Park,"40.903544, -73.888254 (Off-Trail near Exit 24 of Henry Hudson Pkwy S)",eastern coyote,Native,DOA,Coyotes,Relocated/Condition Corrected,1.0,2019,"Van Cortlandt Park, Bronx, NY"
2019-02-06 14:00:00,Brooklyn,Prospect Park,Long Meadow,raptor (unknown),Native,Unhealthy,Raptors,Unfounded,0.0,2019,"Prospect Park, Brooklyn, NY"
2019-02-09 13:00:00,Manhattan,Ft Tryon Park,"40°51'38.8""N 73°55'51.3""W Inside park on lawn at base of a tree. Outside cross streets West 196th & Broadway",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2019,"Ft Tryon Park, Manhattan, NY"
2019-02-08 14:40:00,Manhattan,Central Park,West 81st on lawn just north from Swedish Cottage,cooper's hawk,Native,Injured,Raptors,Rehabilitator,1.0,2019,"Central Park, Manhattan, NY"
2019-02-07 15:00:00,Manhattan,Central Park,"W89 St. and CPW, 40°47'14.6""N 73°58'01.9""W",eastern gray squirrel,Native,Injured,Small Mammals-non RVS,Rehabilitator,1.0,2019,"Central Park, Manhattan, NY"
2019-02-05 16:00:00,Brooklyn,Prospect Park,"Wellhouse drive (40.656554,-73.971189)",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2019,"Prospect Park, Brooklyn, NY"
2019-02-05 16:40:00,Queens,Forest Park,"Near entrance to Forest Park Shop 40.700530, -73.857716",raccoon,Native,Injured,Small Mammals-RVS,ACC,1.0,2019,"Forest Park, Queens, NY"
2019-02-05 15:35:00,Bronx,Crotona Park,173 St. & Fulton Ave. In front of Crotona Pool,red-tailed hawk,Native,Injured,Raptors,Rehabilitator,1.0,2019,"Crotona Park, Bronx, NY"
2019-02-05 15:45:00,Manhattan,Central Park,"Dana Center, Harlem Meer",red-eared slider,Invasive,Healthy,Terrestrial Reptile or Amphibian,Advised/Educated others,1.0,2019,"Central Park, Manhattan, NY"
2019-02-05 09:15:00,Manhattan,Randall's Island Park,"Harlem River Pathway, near Water's Edge Garden 40.788705, -73.932745",virginia opossum,Native,Unhealthy,Small Mammals-non RVS,ACC,1.0,2019,"Randall's Island Park, Manhattan, NY"
2019-02-03 09:00:00,Manhattan,Riverside Park,Hippo Playground,eastern gray squirrel,Native,,Small Mammals-non RVS,Unfounded,0.0,2019,"Riverside Park, Manhattan, NY"
2019-02-01 16:15:00,Queens,Alley Pond Park,"40.7469661, -73.7453168   233rd Street and 67th Ave",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2019,"Alley Pond Park, Queens, NY"
2019-01-29 09:30:00,Brooklyn,Dyker Beach Park,Dyker Beach Playground,striped skunk,Native,,Small Mammals-RVS,Unfounded,0.0,2019,"Dyker Beach Park, Brooklyn, NY"
2019-01-23 16:00:00,Bronx,Pelham Bay Park,"40.8540993, -73.8229685",striped skunk,Native,DOA,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2019,"Pelham Bay Park, Bronx, NY"
2019-01-30 02:11:00,Manhattan,Central Park,"Harlem Meer 40.796582, -73.950043",canada goose,Native,Healthy,Birds,Relocated/Condition Corrected,1.0,2019,"Central Park, Manhattan, NY"
2019-01-30 11:30:00,Queens,Flushing Fields,149th Street and 26th Ave,virginia opossum,Native,Unhealthy,Small Mammals-non RVS,Unfounded,0.0,2019,"Flushing Fields, Queens, NY"
2019-01-26 10:00:00,Queens,Forest Park,Close to 91st Street and Park Lane South,raccoon,Native,Unhealthy,Small Mammals-RVS,Unfounded,0.0,2019,"Forest Park, Queens, NY"
2019-01-29 07:00:00,Manhattan,Riverside Park,119 Street south of the tennis courts,raccoon,Native,DOA,Small Mammals-RVS,ACC,1.0,2019,"Riverside Park, Manhattan, NY"
2019-01-27 16:00:00,Brooklyn,Marine Park,near Ballfields,herring gull,Native,Injured,Birds,ACC,1.0,2019,"Marine Park, Brooklyn, NY"
2019-01-25 16:00:00,Queens,Udall's Park Preserve,Trail entry at Depew Ave and Orient Ave,raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,3.0,2019,"Udall's Park Preserve, Queens, NY"
2019-01-25 12:30:00,Staten Island,Clove Lakes Park,Brooks' Pond,canada goose,Native,Injured,Birds,ACC,1.0,2019,"Clove Lakes Park, Staten Island, NY"
2019-01-24 14:00:00,Manhattan,Randall's Island Park,Between Sunken Meadow and Hell's Gate; 13 Hell Gate Circle,raccoon,Native,,Small Mammals-RVS,Unfounded,0.0,2019,"Randall's Island Park, Manhattan, NY"
2019-01-24 10:00:00,Queens,Queens Farm Park,Little Neck Parkway and 74th Avenue,red-tailed hawk,Native,Injured,Raptors,Rehabilitator,1.0,2019,"Queens Farm Park, Queens, NY"
2019-01-23 15:10:00,Bronx,Van Cortlandt Park,In the lake close to second bridge on Putnam Trail,mute swan,Invasive,DOA,Birds,Relocated/Condition Corrected,1.0,2019,"Van Cortlandt Park, Bronx, NY"
2019-01-22 18:00:00,Manhattan,Central Park,"Harlem Meer, near 5th Ave and 109th St",duck (unknown),Native,,Birds,Unfounded,0.0,2019,"Central Park, Manhattan, NY"
2019-01-21 08:30:00,Staten Island,Blue Heron Park,Blue Heron Nature Center,white-throated sparrow,Native,Unhealthy,Birds,Relocated/Condition Corrected,1.0,2019,"Blue Heron Park, Staten Island, NY"
2019-01-20 12:15:00,Brooklyn,Marine Park,Salt Marsh Nature Center public restroom,blue jay,Native,Healthy,Birds,Relocated/Condition Corrected,1.0,2019,"Marine Park, Brooklyn, NY"
2019-01-18 15:30:00,Manhattan,Ft Tryon Park,Heather Garden,guinea pig,Domestic,Healthy,Domestic,Advised/Educated others,2.0,2019,"Ft Tryon Park, Manhattan, NY"
2019-01-18 15:00:00,Manhattan,Central Park,On Lawn near 100th Street Pool Area. (Between West 100th and 102nd),red-tailed hawk,Native,DOA,Raptors,Submitted for DEC Testing,2.0,2019,"Central Park, Manhattan, NY"
2019-01-16 10:00:00,Manhattan,Central Park,79th St. Yard CPC parking lot,raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2019,"Central Park, Manhattan, NY"
2019-01-15 12:45:00,Bronx,Crotona Park,Indian Lake,white-tailed deer,Native,,Deer,Unfounded,0.0,2019,"Crotona Park, Bronx, NY"
2019-01-14 15:00:00,Brooklyn,Calvert Vaux Park,Behind soccer field,mute swan,Invasive,Unhealthy,Birds,ACC,1.0,2019,"Calvert Vaux Park, Brooklyn, NY"
2019-01-12 16:25:00,Staten Island,Midland Playground,Between Midland Avenue and Lincoln Avenue,white-tailed deer,Native,Injured,Deer,Unfounded,0.0,2019,"Midland Playground, Staten Island, NY"
2019-01-12 12:00:00,Brooklyn,Prospect Park,Parade Grounds,raccoon,Native,,Small Mammals-RVS,Unfounded,0.0,2019,"Prospect Park, Brooklyn, NY"
2019-01-12 09:00:00,Manhattan,St. Nicholas Park,West 133rd St behind the comfort station.,red-tailed hawk,Native,DOA,Raptors,Submitted for DEC Testing,1.0,2019,"St. Nicholas Park, Manhattan, NY"
2019-01-12 01:00:00,Manhattan,J. Hood Wright Park,Unfound. Perimeter?,raccoon,Native,,Small Mammals-RVS,Unfounded,0.0,2019,"J. Hood Wright Park, Manhattan, NY"
2019-01-08 14:32:00,Staten Island,Joseph Manna Park,Shrubbery,white-tailed deer,Native,,Deer,Unfounded,0.0,2019,"Joseph Manna Park, Staten Island, NY"
2019-01-08 09:30:00,Staten Island,Joseph Manna Park,Shrub in park,white-tailed deer,Native,Healthy,Deer,Monitored Animal,1.0,2019,"Joseph Manna Park, Staten Island, NY"
2019-01-07 15:00:00,Bronx,Pelham Bay Park,"40°51'15.5""N 73°49'21.3""W",striped skunk,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2019,"Pelham Bay Park, Bronx, NY"
2019-01-07 12:20:00,Queens,Bowne Park,Bowne Pond,red-eared slider,Invasive,Injured,Terrestrial Reptile or Amphibian,Unfounded,0.0,2019,"Bowne Park, Queens, NY"
2019-01-07 08:25:00,Staten Island,Willowbrook Park,Park house,chicken,Domestic,Unhealthy,Domestic,ACC,1.0,2019,"Willowbrook Park, Staten Island, NY"
2019-01-06 14:30:00,Brooklyn,Van Dyke Playground,Handball court fence,cat,Domestic,Healthy,Domestic,ACC,1.0,2019,"Van Dyke Playground, Brooklyn, NY"
2019-01-06 13:50:00,Manhattan,Inwood Hill Park,The Clove,raccoon,Native,DOA,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2019,"Inwood Hill Park, Manhattan, NY"
2019-01-06 08:30:00,Manhattan,Central Park,Conservatory Gardens,eastern gray squirrel,Native,DOA,Small Mammals-non RVS,Relocated/Condition Corrected,1.0,2019,"Central Park, Manhattan, NY"
2019-01-05 14:20:00,Manhattan,Central Park,Dana Center Men's Restroom,chicken,Domestic,Healthy,Domestic,ACC,1.0,2019,"Central Park, Manhattan, NY"
2019-01-05 10:00:00,Manhattan,Central Park,Wollman Rink,house sparrow,Native,Healthy,Birds,Relocated/Condition Corrected,1.0,2019,"Central Park, Manhattan, NY"
2019-01-04 09:05:00,Queens,Juniper Valley Park,Juniper Blvd N and 79th St,raccoon,Native,DOA,Small Mammals-RVS,Relocated/Condition Corrected,1.0,2019,"Juniper Valley Park, Queens, NY"
2019-01-03 15:20:00,Queens,Flushing Meadows Corona Park Boathouse,Boathouse by Meadow Lake,mallard duck,Native,Injured,Birds,Unfounded,0.0,2019,"Flushing Meadows Corona Park Boathouse, Queens, NY"
2019-01-03 10:50:00,Brooklyn,Fort Greene Park,Visitor Center,cat,Domestic,,Small Mammals-RVS;#Domestic,ACC,1.0,2019,"Fort Greene Park, Brooklyn, NY"
2019-01-02 16:20:00,Staten Island,Blood Root Valley,"10 feet off Blue trail, 40.586100, -74.130546",white-tailed deer,Native,DOA,Deer,Relocated/Condition Corrected,1.0,2019,"Blood Root Valley, Staten Island, NY"
2019-01-02 13:25:00,Staten Island,Willowbrook Park,Willowbrook Pond,canada goose,Native,,Birds,Monitored Animal,1.0,2019,"Willowbrook Park, Staten Island, NY"
2019-01-02 09:15:00,Brooklyn,Sunset Park,"Behind the rec center, along the fence. (40.6469869,-74.0033383)",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2019,"Sunset Park, Brooklyn, NY"
2019-01-01 11:00:00,Brooklyn,Marine Park,Nature Center Driveway,chicken,Domestic,Healthy,Domestic,ACC,3.0,2019,"Marine Park, Brooklyn, NY"
2018-12-31 13:00:00,Bronx,Mullaly Park,West Recreation Center Gate,chicken,Domestic,Injured,Domestic,ACC,1.0,2018,"Mullaly Park, Bronx, NY"
2018-12-30 11:30:00,Brooklyn,Bushwick Inlet Park,On the rocks,seal (unknown),Native,,Marine Mammals-seals only,Unfounded,0.0,2018,"Bushwick Inlet Park, Brooklyn, NY"
2018-12-30 11:00:00,Brooklyn,Marine Park,"Handball Court at Lenape Playground(40.6060450, -73.9274791)",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2018,"Marine Park, Brooklyn, NY"
2018-12-28 14:30:00,Queens,Harvey Park,Across the street,sharp-shinned hawk,Native,DOA,Raptors,Relocated/Condition Corrected,1.0,2018,"Harvey Park, Queens, NY"
2018-12-29 13:15:00,Queens,Juniper Valley Park,Parkhouse at Dry Harbor Rd and 63rd Ave,raccoon,Native,Unhealthy,Small Mammals-RVS,Unfounded,0.0,2018,"Juniper Valley Park, Queens, NY"
2018-12-27 09:30:00,Bronx,Orchard Beach,Section 1,seal (unknown),Native,Healthy,Marine Mammals-seals only,Monitored Animal,1.0,2018,"Orchard Beach, Bronx, NY"
2018-12-27 08:45:00,Queens,Juniper Valley Park,Juniper Blvd North and 77th St,eastern gray squirrel,Native,Injured,Small Mammals-non RVS,Unfounded,0.0,2018,"Juniper Valley Park, Queens, NY"
2018-12-26 13:30:00,Brooklyn,Prospect Park,Lullwater near Pennisula Trail,raccoon,Native,DOA,Small Mammals-RVS,ACC,1.0,2018,"Prospect Park, Brooklyn, NY"
2018-12-26 10:30:00,Queens,Alley Pond Park,"On Trail that is around Oakland Lake (40.757929, -73.761438)",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2018,"Alley Pond Park, Queens, NY"
2018-12-26 11:00:00,Brooklyn,Marine Park,"Burnett St. and Avenue X (40.5979068, -73.9280698)",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2018,"Marine Park, Brooklyn, NY"
2018-12-23 15:30:00,Manhattan,Riverside Park,79th St. Boat Basin,seal (unknown),Native,Healthy,Marine Mammals-seals only,Monitored Animal,1.0,2018,"Riverside Park, Manhattan, NY"
2018-12-23 15:47:00,Staten Island,Willowbrook Park,Baseball Field 3,canada goose,Native,Unhealthy,Birds,ACC,1.0,2018,"Willowbrook Park, Staten Island, NY"
2018-12-23 10:15:00,Bronx,Pelham Bay Park,Undisclosed Location,eastern coyote,Native,Healthy,Coyotes,Relocated/Condition Corrected,1.0,2018,"Pelham Bay Park, Bronx, NY"
2018-12-23 09:10:00,Manhattan,Hamilton Fish Recreation Center,Pitt st.,red-tailed hawk,Native,DOA,Raptors,Submitted for DEC Testing,1.0,2018,"Hamilton Fish Recreation Center, Manhattan, NY"
2018-12-23 09:05:00,Manhattan,Thomas Jefferson Recreation Center,FDR Dr. - Pedestrian Bridge,eastern coyote,Native,,Coyotes,Unfounded,0.0,2018,"Thomas Jefferson Recreation Center, Manhattan, NY"
2018-12-20 15:30:00,Queens,Cunningham Park,"73rd Ave and Francis Lewis Blvd, SE corner",raccoon,Native,Unhealthy,Small Mammals-RVS,Unfounded,0.0,2018,"Cunningham Park, Queens, NY"
2018-12-20 10:00:00,Bronx,Pelham Bay Park,"40°51'20.9""N 73°49'11.1""W 40.855799, -73.819753",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2018,"Pelham Bay Park, Bronx, NY"
2018-12-18 17:00:00,Brooklyn,Prospect Park,Lakeside by Peristyle,gull (unknown),Native,DOA,Birds,Relocated/Condition Corrected,1.0,2018,"Prospect Park, Brooklyn, NY"
2018-12-19 13:10:00,Manhattan,Central Park,North gate Conservatory Garden 106th St and 5th Ave.,raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2018,"Central Park, Manhattan, NY"
2018-12-18 09:30:00,Manhattan,Central Park,Ramble near Stone Arch,northern saw-whet owl,Native,Injured,Raptors,Rehabilitator,1.0,2018,"Central Park, Manhattan, NY"
2018-12-18 09:00:00,Queens,Frederick B. Judge Playground,"In Playground, under play equipment",chicken,Domestic,Healthy,Domestic,ACC,1.0,2018,"Frederick B. Judge Playground, Queens, NY"
2018-12-17 09:00:00,Brooklyn,Prospect Park,Terrace Bridge,raccoon,Native,,Small Mammals-RVS,Unfounded,0.0,2018,"Prospect Park, Brooklyn, NY"
2018-12-16 09:20:00,Brooklyn,Marcy Playground,Bleachers near ballfields along Myrtle Avenue.,cat,Domestic,Healthy,Domestic,ACC,2.0,2018,"Marcy Playground, Brooklyn, NY"
2018-12-14 11:00:00,Manhattan,Inwood Hill Park,Near the dog run at Isham Avenue and Seaman Street,chicken,Domestic,,Birds,Unfounded,0.0,2018,"Inwood Hill Park, Manhattan, NY"
2018-12-14 08:45:00,Manhattan,Riverside Park,"108st and Riverside Dr. behind the retaining wall   40.804917, -73.969238",raccoon,Native,Injured,Small Mammals-RVS,ACC,1.0,2018,"Riverside Park, Manhattan, NY"
2018-12-14 09:15:00,Brooklyn,Marine Park,"40.603415, -73.933397",eastern gray squirrel,Native,DOA,Small Mammals-non RVS,Relocated/Condition Corrected,1.0,2018,"Marine Park, Brooklyn, NY"
2018-12-11 12:50:00,Brooklyn,Marine Park,"40.603415, -73.933397",eastern gray squirrel,Native,DOA,Small Mammals-non RVS,Relocated/Condition Corrected,1.0,2018,"Marine Park, Brooklyn, NY"
2018-12-13 09:24:00,Brooklyn,Marine Park,"Dead end of Gerritsen Avenue near entrance to Gerritsen Beach, 40.586810, -73.918398",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2018,"Marine Park, Brooklyn, NY"
2018-12-12 09:00:00,Queens,Juniper Valley Park,"62-84 80th Street (approx address), 40.720669, -73.875839",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2018,"Juniper Valley Park, Queens, NY"
2018-12-11 13:35:00,Manhattan,Bowling Green,Broadway and Whitehall St,ring-billed gull,Native,Injured,Birds,Rehabilitator,1.0,2018,"Bowling Green, Manhattan, NY"
2018-12-04 09:30:00,Staten Island,Willowbrook Park,Willowbrook Lake,canada goose,Native,Injured,Birds,Monitored Animal,1.0,2018,"Willowbrook Park, Staten Island, NY"
2018-12-11 10:30:00,Manhattan,Central Park,In Harlem Meer near Dana Discovery Center,duck (unknown),Native,,Birds,Unfounded,0.0,2018,"Central Park, Manhattan, NY"
2018-12-07 15:30:00,Staten Island,Conference House Park,On side of walking trail,eastern gray squirrel,Native,Unhealthy,Small Mammals-non RVS,Relocated/Condition Corrected,1.0,2018,"Conference House Park, Staten Island, NY"
2018-12-07 08:30:00,Brooklyn,Fort Hamilton Recreation Center,"92nd and Ft. Hamilton Parkway, found by PD, taken to 68th precinct.",cooper's hawk,Native,Injured,Raptors,Rehabilitator,1.0,2018,"Fort Hamilton Recreation Center, Brooklyn, NY"
2018-12-04 09:30:00,Staten Island,Willowbrook Park,Willowbrook Lake,canada goose,Native,Injured,Birds,Unfounded,0.0,2018,"Willowbrook Park, Staten Island, NY"
2018-12-06 15:00:00,Brooklyn,Prospect Park,"Lookout Hill (40.659106, -73.970568)",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2018,"Prospect Park, Brooklyn, NY"
2018-12-06 11:00:00,Bronx,Orchard Beach,"40.8757840, -73.7879630 Hunter Island",raccoon,Native,Unhealthy,Small Mammals-RVS,ACC,1.0,2018,"Orchard Beach, Bronx, NY"
2018-12-04 09:30:00,Staten Island,Willowbrook Park,Willowbrook Lake,canada goose,Native,Injured,Birds,Unfounded,0.0,2018,"Willowbrook Park, Staten Island, NY"
2018-12-06 09:04:00,Queens,Little Bay Park,"Utopia Parkway and Cryders Lane  - 40.7887127, -73.7937753",raccoon,Native,Injured,Small Mammals-RVS,ACC,1.0,2018,"Little Bay Park, Queens, NY"
2018-12-05 10:15:00,Queens,Alley Pond Park,entrance to the red trail,raccoon,Native,Unhealthy,Small Mammals-RVS,Unfounded,0.0,2018,"Alley Pond Park, Queens, NY"
2018-12-04 09:30:00,Staten Island,Willowbrook Park,Willowbrook Lake,canada goose,Native,Injured,Birds,Monitored Animal,1.0,2018,"Willowbrook Park, Staten Island, NY"
